date,adj_close,close,high,low,open,volume
,META,META,META,META,META,META
2023-05-31,263.0980529785156,264.7200012207031,265.0,258.45001220703125,260.0,25473700
2023-06-01,270.9397277832031,272.6099853515625,274.0,265.8900146484375,265.8999938964844,25609500
2023-06-02,270.9397277832031,272.6099853515625,275.3500061035156,271.1199951171875,272.6600036621094,19416900
2023-06-05,269.7272644042969,271.3900146484375,275.57000732421875,269.55999755859375,270.29998779296875,20742900
2023-06-06,269.4588623046875,271.1199951171875,276.57000732421875,269.69000244140625,270.1400146484375,19419000
2023-06-07,261.98492431640625,263.6000061035156,274.25,262.79998779296875,271.6700134277344,26163600
2023-06-08,262.95892333984375,264.5799865722656,267.6499938964844,258.8800048828125,260.6199951171875,20899400
2023-06-09,263.32666015625,264.95001220703125,267.95001220703125,261.70001220703125,262.4800109863281,16949800
2023-06-12,269.3892822265625,271.04998779296875,271.75,265.3299865722656,267.1700134277344,15442500
2023-06-13,269.6576232910156,271.32000732421875,275.7200012207031,269.0899963378906,274.8800048828125,16164000
2023-06-14,271.67523193359375,273.3500061035156,274.989990234375,268.32000732421875,271.8900146484375,19175100
2023-06-15,280.1032409667969,281.8299865722656,283.989990234375,271.4200134277344,272.29998779296875,25973500
2023-06-16,279.2782897949219,281.0,287.8500061035156,280.1300048828125,284.75,43127700
2023-06-20,282.5879211425781,284.3299865722656,284.79998779296875,276.2200012207031,278.7300109863281,20701600
2023-06-21,279.9144287109375,281.6400146484375,284.0,278.3599853515625,283.5299987792969,20556200
2023-06-22,283.1345520019531,284.8800048828125,285.260009765625,277.7900085449219,279.0799865722656,17563100
2023-06-23,286.96099853515625,288.7300109863281,289.6700134277344,278.95001220703125,281.510009765625,51092000
2023-06-26,276.76385498046875,278.4700012207031,289.7900085449219,277.6000061035156,288.70001220703125,24232700
2023-06-27,285.291259765625,287.04998779296875,289.3500061035156,280.6499938964844,282.010009765625,26108300
2023-06-28,283.54205322265625,285.2900085449219,289.54998779296875,284.05999755859375,284.82000732421875,16722100
2023-06-29,279.80511474609375,281.5299987792969,286.57000732421875,280.69000244140625,284.5,15395700
2023-06-30,285.2217102050781,286.9800109863281,289.04998779296875,284.4200134277344,284.760009765625,19694900
2023-07-03,284.267578125,286.0199890136719,289.3999938964844,284.8500061035156,286.70001220703125,8629300
2023-07-05,292.56640625,294.3699951171875,298.1199951171875,286.3599853515625,287.6499938964844,33865500
2023-07-06,290.2010192871094,291.989990234375,298.1199951171875,291.30999755859375,295.8900146484375,47600500
2023-07-07,288.74993896484375,290.5299987792969,296.20001220703125,288.6600036621094,292.17999267578125,25586000
2023-07-10,292.298095703125,294.1000061035156,298.1300048828125,287.04998779296875,295.54998779296875,37058300
2023-07-11,296.4623718261719,298.2900085449219,300.17999267578125,291.8999938964844,293.8999938964844,27585900
2023-07-12,307.4446716308594,309.3399963378906,309.45001220703125,300.1000061035156,301.75,36677100
2023-07-13,311.48974609375,313.4100036621094,316.239990234375,310.2900085449219,313.6199951171875,30281000
2023-07-14,306.9775695800781,308.8699951171875,314.8800048828125,307.3599853515625,311.7900085449219,23054100
2023-07-17,308.7168273925781,310.6199951171875,311.7099914550781,304.7099914550781,307.5400085449219,25323100
2023-07-18,310.1380920410156,312.04998779296875,314.20001220703125,307.6199951171875,310.8800048828125,20731900
2023-07-19,314.0738525390625,316.010009765625,318.67999267578125,310.5199890136719,313.0299987792969,21763700
2023-07-20,300.6664733886719,302.5199890136719,315.5400085449219,302.2200012207031,313.5,23836900
2023-07-21,292.4570617675781,294.260009765625,305.4599914550781,291.20001220703125,304.57000732421875,42139300
2023-07-24,289.82330322265625,291.6099853515625,297.5199890136719,288.29998779296875,295.7799987792969,24915700
2023-07-25,292.66583251953125,294.4700012207031,298.29998779296875,291.8599853515625,295.19000244140625,19585600
2023-07-26,296.7406921386719,298.57000732421875,301.7699890136719,291.8999938964844,301.19000244140625,47256900
2023-07-27,309.8001403808594,311.7099914550781,325.3500061035156,309.8399963378906,325.1199951171875,64229200
2023-07-28,323.4858093261719,325.4800109863281,326.20001220703125,314.25,316.8800048828125,39220300
2023-07-31,316.64794921875,318.6000061035156,325.6600036621094,317.5899963378906,323.69000244140625,25799600
2023-08-01,320.7328186035156,322.7099914550781,324.1400146484375,314.6600036621094,317.5400085449219,22817900
